	deck	set_id
685	Blaze le cubique	479
686	“Chatte Noire”, canaille de Koydrik	479
687	T. Megaton, navigatrice de Dancingmantle	479
688	Octavia, Avvocatessa del Mercato Spinoso	341
689	Achille Barre, copiste de Johanholme	479
690	Maleaume, abbé de la bourgade rouge	479
691	“Spectrum”, égorgeuse de Singingpeak	479
692	L. V. Noor, joaillère d’améthyste	479
693	Tania “Relax”, bienfaitrice du port	479
694	Isaac Michel, astrologue de Cimmla	479
695	The Underhanded Poet Aeronaut	496
696	Yann le sournois, boss du centre	479
697	Pascale la fortunée	479
698	Zikkinve of Innerville	496
699	Thimothé “Bonbon” l'altruiste	479
700	Diane “Banquise” l’affreuse	479
701	Giullio, Soothsayer of Undubank	496
702	Isidore “Putois”, conteur de la basilique	479
703	L. L. Wolf, messager de la courtoisie	479
704	“Bonbon”, ingénieur de Breezeveldt	479
705	Représentante L. Devaux	479
706	Clodia, Baker of the Pond	496
707	T. Vega, criminel de Horofont	479
708	Strangely Irritable Mort	479
709	Mararot, Xe who Settles for the Fief	479
710	Delphine l'inamovible	479
711	Barnabé “Missile”, vicomte du gouffre	479
712	“Hellion” Brant, Alley Gladiator	452
713	Rebel Wilhelmina Toothu	452
714	Echotasker, the Baroness of the Precinct	452
715	Plutoseven, the Fanatic of the Bay	452
716	Larsen the Beastlike	452
717	D. C. Laurent, horlogère de la défense	479
718	The Lt. of Necrohell	452
719	The Lion that Tosses Leisure	452
720	The Sov of Singingplaza	452
721	Nikticus, the Burning Studio Duke	452
722	The Guru that Deposits Æmber	452
723	Q. C. Fairfax, dauphin des épices	479
724	Altruistic Maxwell of the Barracks	452
725	D. M. Che Caccia la Riserva del Mito	452
726	Jaxine, la Saggia della Steppa Gloriosa	479
727	Fabrice, mentor du marécage mécanique	479
728	Vanessa l’impie	479
729	Otto Wilson, Bandito di Papiropirico	435
730	Yann “Cash”, soldat de la cité	479
731	U. Van Damien, Direttrice di Risostrillante	341
732	Duchesse U. Cooke	479
733	Bishop, Tenente Radioattiva	341
734	“Sanguinaire”, veilleuse de Whithag	479
735	“Acciaio”, Segugio di Salicebasso	341
736	Igor, geôlier de l'édifice prudent	479
737	Smash, Ceramista Leggera	452
738	Frau “Inutile” Rivero	479
739	Pascal le morne, ermite de la chaussée	479
740	Falataur the Quixotically Drab	435
741	Frank Dumont, dauphin de Khanslab	479
742	Kennedy of Shallowlane	479
743	Linda la Deforme, Boscaiola dell’Amuleto	479
744	“Flingueur”, baron de Devotower	479
745	Chancelier Kant	479
746	The Musky Eagle	496
747	Marks, Northwalk’s Boss	479
748	Infante K. van Diemen	479
749	Ronan, Tent Æmber-bearer	479
750	Mathilde la féroce, nonne du royaume	479
751	Charismatically Intelligent Watson	479
752	D. Song, l'atomique	479
753	Jandar, Rattatown Earl	479
754	Devaux l'astucieux	479
755	Evans la prudente	479
756	Zébédée “Sage” le radieux	479
757	Hernando “Neuron” Endolacra	479
758	Prosper, messager du bastion distant	479
759	Tsar D. Salkhi	479
760	Directrice “Skip” Aubry	479
761	Soddunstar, Region Gambler	479
762	H. Griffin, marraine de Crahnla	479
763	G. Omen, le courtaud	479
764	Isaac l'améthyste	479
765	Opistrom Stern-Crabtree, Judge	479
766	W. Tessier, soldate de Caxsker	479
767	Bronson “Sgt. Fixer” Jaxson	479
768	F. Flores, infant de Saursini	479
769	Mister “Griffu” Hu	479
770	Ingrid, fermière de l'aqueduc invisible	479
771	She that Condemns Corruption	479
772	R. P. Garand, prétorien de la force	479
773	Admiral Epicatus	452
774	Q. Quinn, chirurgienne de Foutree	479
775	Constantly Insidious Rufus	452
776	Y. W. Stanley, chirurgienne du savoir	479
777	“High Roller” Augustina, Cavern Minstrel	479
778	N. Ishikawa, druidesse de Spearmiri	479
779	Copfather, the Monk of Patrol	479
780	Monseigneur “Baron” Richard	479
781	Jude, la Ferrea della Tesoreria Innocente	479
782	Olive l’étincelante	479
783	Patrice “Lion”, conquérant de la jungle	479
784	Philippe, errant du volcan gargantuesque	479
785	Deborah la diamantée, curatrice du pont	479
786	Perez l'honnête	479
787	Justquake, the Raider of The Mask	435
788	Tutrice “Magic” Queen	479
789	Untainted Rustrig	496
790	W. U. Zero, limier du chaos	479
791	Eusèbe Chevalier, vizir de Nantboard	479
792	F. Renault, le squelettique	479
793	“Torpille”, hackeuse de Pontcoteague	479
794	Oscar l'astucieux, maire de l'école	479
795	Honkin, the Archer Mercenary	435
796	Dadajef, barde de l'asile trompeur	479
797	Yvonne Wilson, forgeuse de Sworddune	479
798	Miguel “Cometa”, Diplomata do Muro	435
799	Guru Hill	435
800	“Inutile”, Illuminée de Grafender	479
801	The Baronette that Deceives Law	435
802	Zahra, Hoodlum of the Well Dressed Alley	479
803	Vanessa, doctoresse du havre sincère	479
804	Y. Fitton, rôdeur de Saratopia	479
805	Ingvar, a Concentrada	435
806	Barnabas “Corvo”, o Inacabável	435
807	Rachid “Phénix” le féal	479
808	N. Kant, l'accomplie	479
809	Stone o Frio	435
810	Sigrun, o Louco, Piloto do Palacete	435
811	Joëlle l'honnête	479
812	Ivo, poète du foyer fidèle	479
813	Vénérable G. Moore	479
814	Harper la Veloce, Spadaccina del Mare	341
815	Quinn, Defensor da Igreja Blindada	435
816	Dr. “Illusionist” Marks	435
817	Jacob le féroce, copiste de la loyauté	479
818	The Pearl Philosopher	435
819	Remo l’Urlante, Hacker del Mare	341
820	Nat “Grendel” Fonthroat	452
821	“Balafré”, sycophante de Lavabala	479
822	Underboss Shivmammu Prieto	452
823	Jothan, Delegado do Arquipélago Negro	435
824	Herr W. Foreman	479
825	Gabriel le libertin	479
826	Venus, a Louca, Curandeira da Residência	435
827	“Buzzie”, friponne de Gammars	479
828	Julie l'indolente	479
829	Kadoc le glorieux, malandrin de la chambre	479
830	Wallapodro of the Commander’s Church	479
831	Randolph, o Tedioso	435
832	Marcia, a Cética	435
833	Arthur “Cowboy”, o Dramático	435
834	T. H. Pan, vicaire de l'amitié	479
835	The Dry Naysayer of Ashcastle	479
836	Joëlle “Vixen” la misérable	479
837	Natalis, Brightpoint Rook	341
838	U. F. Cataframe of the Antique College	435
839	Égérie H. Walker	479
840	“Horde” Londo, Haven Huntmaster	341
841	Qara, Mountain Gangleader	341
842	C. Ward, l'affamée	479
843	M'sieu W. Biggs	479
844	Jacob le froid, amiral de la réserve	479
845	Bianca l’immortelle	479
846	“Echec et Mat”, musicien de Hawksring	479
847	Octave “Loup”, châtelain de l'aiguille	479
848	Shan l'abominable	479
849	Q. C. Jackson, scientifique du hurlement	479
850	Son Altesse Noor	479
851	Pierre-Charles, rêveur de la ville armée	479
852	M. Thomas, lady de la zone d’ambre	479
853	Rector Hexaboson, the Dour Warden	341
854	K. Lebourbou'ach, marchand de Lineig	479
855	Gaston, duc de la ruche admirable	479
856	Wilfried le fastidieux	479
857	Kay of Northroom	496
858	Stafford l'animé	479
859	Dimmer, Praetor of Warded Hunger	496
860	A. L. Talbot, ingénieur des zéniths	479
861	Lionel “Acarien”, hacker de la tour	479
862	Araminta, Criminal of the Wealthy Moon	435
863	X. Svenson, comtesse de Charlenillo	479
864	Clemens the Assiduously Smooth	496
865	Nestor l'incisif, gouverneur sans fin	479
866	Alexandre M. Latifeather, the Most Recent	452
867	F. Stone, sorcière de Protrack	479
868	Cramped Jimtina	496
869	The Unclean Teacher	452
870	Turbidly Endless Paxowell	496
871	Son Altesse Pelletier	479
872	Keva, Sculptor of the Cemetery	496
873	"The Archon that is known as ""Nimbus"""	496
874	Cagey Mr. Eastly	496
875	The One that Incorporates the Hideout	496
876	Ursula from the Marina of Hooks	496
877	Mssr. “Circles” Ying	496
878	Elder Platinumpower, the Entropic Director	452
879	Parsons, Tidebreaker of Greenpines	496
880	The Human that Rears Elves	479
881	Alulim “Peligro”, Poetisa del Oratorio	479
882	Mangosta la Hábil	479
883	V. Gould, Mercader de Lineaplace	341
884	Leonidas der Unbesiegte	435
885	Älteste Hauser vom Dojo	435
886	Ivan, Navigator des Turms	435
887	Katarzyna „Gamoń”, Tropicielka Austrii	479
888	X. N. Torch, Nómada de la Constancia	452
889	Auerbach the Strikingly Mawkish	479
890	Acalia “Sfinge”, Oratrice della Stella	452
891	The Advisor of Lancahall	496
892	Æmber Sentinel Hagulper	496
893	Ozuru il Virtuoso, Interprete della Bionica	479
894	Hjorta J. Gigabaron, the Seventh	452
895	Maes, Goldencorner’s Discoverer	452
896	Adivino el Maldito	452
897	E. E. Che Infiamma il Tremolio del Motore	435
898	Chuluun Roussel, Piromane di Siepeurlante	479
899	Tiglav Rodgekin from the Medic’s Refuge	452
900	Questor Gaines Goldfeet	479
901	Ying the Verdant	452
902	Boss Toushadow Mauler	452
903	Asia, Lake Sculptor	452
904	Grégoire Ying, musicien de Dessouslitton	479
905	“Punto Fermo”, Antico di Navevitale	435
906	Egle la Sfrontata, Tiranna della Barriera	435
907	Monumental Liz’beth’s Evil Twin	496
908	The Scholar of Dials	496
909	Rev. Ultraprong, the Grasping Barrister	496
910	The Sapphire Inventor Mayor	496
911	Nabil, seigneur de la tour iridescente	435
912	Z. E. Rhodes, Duquesa de la Aventura	435
913	Jonah “Centella”, el Siniestro	341
914	Wolf l'indolente	435
915	Blazekit, the Marquis Lord General	452
916	Sr. S. Rolanepali	452
917	Xander, l’Educato della Libreria Velenosa	496
918	Bao, il Frusciante del Centro Piatto	435
919	Q. Wahkin, Skeptic of the Silicon Cove	479
920	Ayla la Fragile, Valchiria del Caffè	435
921	Olaf „Piksel”, Szachraj Ornety	479
922	The Ruby Tanner	435
923	Despot Glor’ya Ferowalker	435
924	Zamug “Magpie” Cryptojack	435
925	Miss D. Scott	435
926	Nadine, Predatrice del Ricovero Meccanico	341
927	The Clever Heretic	435
928	Katierre Xandar, the Wounding and Spiked	452
929	Baba Obsidianfang, the Hairy Hermit	452
930	The Zealot that Considers Curses	452
931	B. X. Donovan, Ladro della Radioattività	435
932	“Mattone”, Analista di Felcesinistra	435
933	Hugotino, the Renowned Bath Thegn	479
934	Iacadet, the Shuttle Pilot of Revenge	479
935	The Brigade that Banishes Other Archons	479
936	Chan the Improbably Mad	479
937	Master-at-Arms Xena Adaptifin	479
938	Ulysse l'aigri, curateur du chahut	435
939	Wynter, Cooper of the Slick Fence	479
940	Antoine le rapide, serrurier du laboratoire	435
941	Boss “Abby” Walsh	479
942	Paula, Exploradora do Muro Negro	435
943	Abiah, a Enérgica, Comerciante da Caverna	435
944	Signora “Coniglio” Griffith	341
945	Direttore “Imitatore” Queen	341
946	Jael, Adepta del Borgo Curioso	341
947	Octavia D. l’Abominevole	341
948	Clemens “Gemello”, Teppista dell’Antro	341
949	Böser Zwilling von Ingmar der Ehrgeizige	496
950	Böser Zwilling von Dame „Kralle“ Wulf	496
951	Y. Davenport, Kriegstreiber des Dramas	496
952	Tertia „Die fiese Krake“	496
953	Die violette Selma vom Tunnel	496
954	Andromeda die Langsame aus Atlantis	496
955	Silas, Doktor des Durchgangs	496
956	Das gepanzerte „Kätzchen“ Phinéas	496
957	Justus, Minnesänger des Zoos	496
958	Ältester Tsong vom Markt	496
959	Düsenberg, Eminenz der Beharrlichkeit	496
960	Wilhelmina, Wächterin der Akademie	496
961	Rufus der Erstklassige	496
962	Musikerin J. Kälber	496
963	Meister „Monster“ Münch	496
964	Sultan „Ego“ Grimm	496
965	Romualdo, Kastellan der Waffenkammer	496
966	Pénélope die Sprachbegabte aus Atlantis	496
967	C. Lambrecht, Frau des Frosts	496
968	Lehrmeisterin Alstair von der Bar	496
969	Zar „Kugelhagel“ Jager	496
970	Bozo der Leuchtende von den Ruinen	496
971	Falko „Das sprunghafte Phänomen“	496
972	„Die Wikingerin“ der Panzerung	496
973	Yerotail, the Futile Salt Flat Queen	435
974	X. Huber, Combatant of the Simple Camp	479
975	Nettie V. Sparkfire, the Fifth	496
976	Bramstud Xavier, the Gloomy and Gigantic	435
977	Pseudofather, the Justiciar Archivist	435
978	Powers, Corsaro Eroico	479
979	Red, Ladro Preoccupato	479
980	Lem, Xuistell's Pupa	435
981	Flora, Mercenario del Erial Incompleto	452
982	Bromir, Inżynier Kościerzyny	452
983	Estela “Abutre”, Mercadora do Colégio	496
984	Guru Leticia Sabra	496
985	Hunter “Locura”, Zángano de la Base	452
986	K. D. Chevalier, navigatrice de la sévérité	496
987	Veuve Powers	452
988	Livia “Iguana”, Chefe do Reino	496
989	The Mr. of Honeycanyon	479
990	Paul, mentor de l'église métallique	479
991	Pwyll the Savagely Rattled	496
992	P. Marechal, tuteur de Daldock	496
993	B. Milani, Espião da Chapada Púrpura	496
994	Olive Bernard, championne de Dunsen	479
995	B. O. Jackson, Sacerdote del Trionfo	435
996	Dallrod the Grass	341
997	Ilda, la Cieca della Chitarra Tempestosa	435
998	J. D. Rhodes, Antica della Foresta Madre	341
999	Zorba “Viking”, rebelle de la rivière	479
1000	Maicon, o Voraz, Traidor da Visão	479
1001	Y. U. Oozy, Culpable de la Soledad	496
1002	Rodriguez, Ufficiale Timida	496
1003	Eunice, Assassina do Bairro Atemporal	479
1004	V. X. Che Ricorda la Forza della Ferrovia	496
1005	The Being that Criticizes the Bath	496
1006	Арбалетчица Коннор	479
1007	Reflejo Oscuro de Birrit “Ragamuffin”, la Esquelética	496
1008	Akeelah, Techadora del Salón Broncíneo	496
1009	Странная Барби Рерих	479
1010	Montana, Culpable del Teatro Domesticado	496
1011	F. d'Arques, Ilustrador de la Sala de la Sed	496
1012	Охотница Хилл	479
1013	Sen. Q. Whisperia	496
1014	R. Dias, o Ambicioso	452
1015	Alisa el Triunfante del Puesto Defensivo	496
1016	Santa R. Fink	496
1017	Aino la Plateada de la Foresta	496
1018	Gunnar “Tibbs”, el Inspirado	496
1019	“Caricatura”, Attore di Orzogrigio	496
1020	Cheffe “Buse” Perrier	479
1021	Prévôte “Viking” Colet	479
1022	Kadoc, khan de la station dépouillée	479
1023	C. Karpov, amiral de la roche du hurlement	479
1024	Diácono Olson	496
1025	I. Aziz, Erudita de la Cantina de la Piedad	496
1026	Jedediah el Mecánico de la Pirámide	496
1027	Pesadilla Q. Decrius	496
1028	Bandytka Mąka	496
1029	Zandra, l’Acuta del Mantello Brumoso	496
1030	Uther el Gentil del Crisol	479
1031	S. B. Morales, Soñadora de Hierro	341
1032	Naddad U. il Brumoso	496
1033	E. R. Che Preferisce il Ballo della Rosa	452
1034	Havilah, Curatrice della Caserma Vuota	341
1035	Powers, Avversario Miserabile	435
1036	Rogério, Filósofo da Vila Marcada	452
1037	“Aquila”, Apicoltore di Lacciozuppo	341
1038	Steele, Artigiano Ardente	452
1039	Takeo Pan, Damerino di Scimitarrastanca	435
1040	X. I. Grigorov, Signore dell’Eccitazione	341
1041	Tatiana “Diavoletta” la Muscolosa	496
1042	Cyril “Pugnale”, Warlock dell'Ospedale	341
1043	Edyta, Strażaczka z Prastarego Otwocka	479
1044	“Occhi Pazzi”, Pittrice di Vellofiamma	496
1045	Infiltrator Ronaldo	479
1046	“Crossguard” Torback, Office Borrower	341
1047	The Distant Traveller of Sparkblock	341
1048	“Aurora” Tiana, Kingdom Exarch	341
1049	Kuerion, The Citizen who Has the Harbor	341
1050	Rekken “Fractal” Viitaral	341
1051	Electra P. Wadboa, The Fourth	341
1052	Bowlit, the Artisan of Allies	341
1053	The Pessimistic Mentor of Mutantville	341
1054	The One that Supposedly Looks at Trickery	341
1055	Courcon of Midsore Nursery	341
1056	Broken Wezzle of the City	341
1057	Clyde el Rojo, Capitán del Carmín	452
1058	B. Delaunay, avocat de Standam	496
1059	Khan E. Crowe	496
1060	“Schlass”, Archiduc de Devodrik	496
1061	Terribly Mathemagical Florence	479
1062	Olga la Calva, Navegante de Fiereza	435
1063	Evil Twin of Sr. C. N. Briggs	496
1064	Blake of Underham Cabin	435
1065	The Rusty Fisher of Lushuggle	435
1066	The Ponderously Dutiful Miner of Rhodia	452
1067	Omegamon, the Librarian of Pyramids	452
1068	Le Double Maléfique de Zoé Storm, infante de Verddrag	496
1069	The One who Totally Unravels Sky	479
1070	Simugap, the Witch of the Grounds	479
1071	First L. Xarforce	479
1072	Magalie Ying, impératrice de Knomarsh	479
1073	M. Karpov, devin de Northpig	479
1074	Périnne, marraine de la lune cubique	479
1075	Monseigneur C. Yarborough	479
1076	D. U. Finn, Entomologa dell’Incanto	435
1077	Sandesh Xanatos, Ribelle di Giudicediferro	496
1078	Nath “Flash”, a Arrogante	496
1079	Accidonna, Arrogant Barony Lieutenant	479
1080	Miss A. Rodgeshield	479
1081	Sensei Tyr Dazzlephone	479
1082	Herr “Tall Tale” Thomas	479
1083	Jurema, Campeã do Monte Pleno	496
1084	H. Z. Paddimple of the Spiky Center	479
1085	Itano of Burnmagna Grid	479
1086	Silver Sentinel Natalia Boardalpha	479
1087	A. W. Peninum of the Caffienated Airport	479
1088	Dover the Literally Fashionable	479
1089	Leader Sanyal	479
1090	Реактивный Диего Гуд	479
1091	The Archpriest that Flirts with Mail	496
1092	Торнадо Смиттерс	479
1093	“Schiocco”, Filosofo di Alacuriosa	341
1094	C. N. Aead of the Annual Burg	341
1095	Bystra Marcelina z Eskadry	479
1096	Viville, Granduchessa Minacciosa	479
1097	E. Igorska, Wróżka z Dobrej Gdyni	496
1098	Libfinger, the Shadow Thatcher	341
1099	Wilson, Dragoniera Automatica	341
1100	Otto el Ardiente	452
1101	Etrigan, Carnefice Trasparente	479
1102	Evil Twin of Counselor Esther Neverknife	496
1103	起源地劫掠者雷米	496
1104	V. Flores, ménestrel de la citadelle du fiel	479
1105	L. Cooper, charognard de Crucisala	479
1106	Cpt. T. Kasparov	479
1107	Achille “Halo”, copiste de la lune	479
1108	Ltg. “Pues Vale” des Vaux	496
1109	Dr. Barney Amado	496
1110	Sayidah K. Aupse	479
1111	An Anomaly that Spills Tunforth	496
1112	Kjell, Store Leader of the Airport	452
1113	Campeón “Forja” Garand	341
1114	Écuyère Breton	479
1115	“Miserere”, roi de Northlake	479
1116	Pénélope “Sphinx”, sibylle du musée	479
1117	Señor “Flambeur” Fairfax	479
1118	Vizier Dentiphion, the Ruffled Firebrand	496
1119	Campeona I. Gould	341
1120	“童颜首领”​罗莎琳德·马尔萨斯	479
1121	魏国别驾闫元绿	479
1122	Philippe le métallique, pillard du mépris	435
1123	Crítica la Alta	479
1124	Xander, Gartmond Student	435
1125	Thora Lennon, Detective di Asinosevero	496
1126	Rio il Carente, Programmatore della Punta	496
